"UNIQUE_ID","EPA_REG","LAT_DD83","LON_DD83","PTL_COND","NTL_COND","CHLA_COND","TROPHIC_STATE","ATZ_EPA_COND_3.4","ATZ_DETECT","CYLSPER_EPA_COND","CYLSPER_DETECT","MICX_EPA_COND","MICX_DETECT","ECOLI_EPA_COND","ECOLI_DETECT","BENT_MMI_COND_2017","ZOOP_MMI_COND_2017","DRAWDOWN_COND_2CAT_2017","LITRIPCVR_COND","LITCVR_COND","RVEG_COND","RDIS_COND","NLA_SCI_STATUS","distToNearestBlock","low_minor_buf","low_inc_buf","min_inc","max_inc"
"NLA_MT-10004","Region_08",48.89407,-112.1683,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Poor","Good","Poor","Fair","Least Disturbed",0,0.087890625,0.3359375,0.3359375,0.3359375
"NLA_MS-10029","Region_04",33.59322,-88.5115,"Fair","Good","Good","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Assessed","Good","Good","Good","Fair","Moderately Disturbed",0,0.473350253807106,0.435279187817258,0.435279187817258,0.435279187817258
"NLA_ID-10211","Region_10",44.4062,-111.5055,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Fair","Good","Good","Good","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_FL-10130","Region_04",30.65704,-84.43297,"Fair","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Fair","Fair","Good","Fair","Moderately Disturbed",0,0.454942505313898,0.365476019128417,0.259026687598116,0.365695792880258
"NLA_VT-10022","Region_01",44.95559,-71.71667,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Large","Poor","Poor","Fair","Fair","Moderately Disturbed",0,0.060321715817694,0.31769436997319,0.31769436997319,0.31769436997319
"NLA_WI-10184","Region_05",46.06919,-89.34555,"Fair","Good","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.043328748280605,0.313617606602475,0.313617606602475,0.313617606602475
"NLA_ME-10077","Region_01",46.10494515,-68.76859317,"Fair","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Good","Fair","Good","Moderately Disturbed",0,0,0.246334310850439,0.246334310850439,0.246334310850439
"NLA_NE-10088","Region_07",42.4532,-100.65,"Fair","Good","Good","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Assessed","Fair","Fair","Good","Poor","Moderately Disturbed",0,0.075700934579439,0.325757575757575,0.325757575757575,0.325757575757575
"NLA_WA-10121","Region_10",48.40071,-118.2503,"Poor","Poor","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Good","Least Disturbed",0,0.689967637540453,0.551456310679611,0.551456310679611,0.551456310679611
"NLA_MS-10004","Region_04",34.72223,-90.07423,"Fair","Good","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Poor","Not Large","Good","Fair","Good","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_ID-10198","Region_10",43.91242,-114.8611,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Assessed","Poor","Good","Poor","Good","Most Disturbed",NA,NA,NA,NA,NA
"NLA_MT-10208","Region_08",48.776,-109.1683,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Poor","Fair","Poor","Poor","Moderately Disturbed",0,0.048062015503876,0.488372093023255,0.488372093023255,0.488372093023255
"NLA_SD-10115","Region_08",45.81109,-99.27938,"Good","Poor","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Poor","Poor","Poor","Fair","Least Disturbed",0,0.001508295625943,0.165912518853695,0.165912518853695,0.165912518853695
"NLA_AZ-10180","Region_09",33.84514,-112.2657,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Fair","Large","Fair","Good","Fair","Good","Not Assessed",0,0.190174930210872,0.184222801071894,0.140748031496063,0.245221190606226
"NLA_VT-10011","Region_01",44.44696,-71.81175,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Good","Poor","Fair","Moderately Disturbed",0,0.040458015267175,0.357251908396946,0.357251908396946,0.357251908396946
"NLA_IN-10225","Region_05",41.59922,-85.05515,"Fair","Poor","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.117982671244074,0.356624395712184,0.228346456692913,0.397982062780269
"NLA_MD-10035","Region_03",38.48058,-76.64456,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Poor","Fair","Good","Fair","Moderately Disturbed",0,0.269281393690364,0.0813711344303133,0.079955580233204,0.129009923840295
"NLA_IN-10028","Region_05",39.61189,-84.96862,"Fair","Poor","Good","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0,0.227194492254733,0.227194492254733,0.227194492254733
"NLA_NH-10013","Region_01",43.83668,-71.09323,"Fair","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Fair","Fair","Good","Moderately Disturbed",0,0.011825572801183,0.186991869918699,0.186991869918699,0.186991869918699
"NLA_WI-10161","Region_05",45.14174,-89.14452,"Fair","Poor","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Fair","Good","Poor","Poor","Moderately Disturbed",0,0.0551703583097546,0.424930170417486,0.159628378378378,0.670599803343166
"NLA_MO-10008","Region_07",39.41431,-94.49779,"Good","Good","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Fair","Good","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_VT-10025","Region_01",43.79541796,-72.39685246,"Fair","Good","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.044428259286234,0.265934065934065,0.265934065934065,0.265934065934065
"NLA_OR-10260","Region_10",43.42276,-122.05,"Good","Good","Good","Oligotrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Good","Not Assessed","Good","Good","Good","Good","Not Assessed",0,0.185185185185185,0.257777777777777,0.257777777777777,0.257777777777777
"NLA_IN-10230","Region_05",39.75722,-85.41588,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Poor","Moderately Disturbed",0,0,0.501367365542388,0.501367365542388,0.501367365542388
"NLA_MD-10010","Region_03",39.70337,-78.65291,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.0415820147860279,0.370155512956213,0.343580470162748,0.485743380855397
"NLA_CO-10105","Region_08",40.52695,-104.9994,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Fair","Good","Poor","Least Disturbed",0,0.201896295757173,0.202767595784378,0.141348900757669,0.221784472769409
"NLA_IN-10222","Region_05",41.43616,-87.18351,"Poor","Good","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.0821605423686515,0.166030654975822,0.157988165680473,0.177163338453661
"NLA_VA-10057","Region_03",36.62833,-77.61589,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Poor","Fair","Poor","Poor","Moderately Disturbed",0,0.670423497267759,0.513661202185792,0.513661202185792,0.513661202185792
"NLA_IN-10008","Region_05",39.026,-86.47055,"Fair","Fair","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Fair","Not Large","Poor","Poor","Poor","Good","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_MD-10057","Region_03",38.72347,-76.09442,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Not Assessed","Poor","Poor","Poor","Poor","Moderately Disturbed",0,0.177423252256897,0.0451342822763101,0.045112781954887,0.18051575931232
"NLA_CO-10053","Region_08",39.0367,-107.9111,"Fair","Fair","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Large","Good","Good","Good","Good","Moderately Disturbed",0,0.008158508158508,0.495337995337995,0.495337995337995,0.495337995337995
"NLA_SD-10157","Region_08",43.4431,-99.25761,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Good","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_OK-10124","Region_06",35.83085,-97.27031,"Good","Fair","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Fair","Good","Fair","Moderately Disturbed",0,0.141881638846737,0.321699544764795,0.321699544764795,0.321699544764795
"NLA_IN-10192","Region_05",41.53788,-87.50166,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.261708369425282,0.0978456574682184,0.055946953999171,0.169745958429561
"NLA_ME-10070","Region_01",46.43397921,-69.14686517,"Fair","Poor","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Poor","Poor","Fair","Good","Least Disturbed",0,0.044145873320537,0.226487523992322,0.226487523992322,0.226487523992322
"NLA_WI-10007","Region_05",43.09787,-88.46216,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Fair","Fair","Fair","Poor","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_VA-10038","Region_03",36.70332,-76.6137,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Poor","Not Large","Poor","Poor","Poor","Poor","Moderately Disturbed",0,0.552939954444617,0.360342704090339,0.051207729468599,0.758037225042301
"NLA_WA-10041","Region_10",48.15395,-117.3185,"Fair","Poor","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Fair","Good","Fair","Poor","Moderately Disturbed",0,0.0086547562707052,0.394194667928695,0.272260273972602,0.50632911392405
"NLA_OK-10003","Region_06",36.16156,-96.29591,"Poor","Fair","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Fair","Fair","Fair","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_ME-10075","Region_01",43.83012559,-70.91540632,"Fair","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Good","Fair","Fair","Least Disturbed",0,0.040417209908735,0.41199478487614,0.41199478487614,0.41199478487614
"NLA_VA-10059","Region_03",37.16377,-76.45056,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.234736661566905,0.217234340378544,0.036578171091445,0.26238019169329
"NLA_VA-10063","Region_03",36.91971,-76.13826,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Poor","Good","Fair","Least Disturbed",0,0.324806844691362,0.116159838507939,0.065934065934066,0.387407407407407
"NLA_WI-10025","Region_05",42.96456,-89.2538,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Poor","Not Large","Poor","Fair","Poor","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_SD-10031","Region_08",45.77203,-99.64104,"Fair","Fair","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Poor","Fair","Poor","Fair","Least Disturbed",0,0.025948103792415,0.336283185840708,0.336283185840708,0.336283185840708
